empId,repType,fromTime,tillTime,firstName,lastName,gender,birthDate,deptName,positionName,managerFirstName,managerLastName,salary,date,hours,wrkHours,vacHours,sckHours,days,wrkDays,vacDays,sckDays,wrkDaysManagement,wrkDaysSenat,wrkDaysHealth
8,2,2020-01-01 08:30:00,2020-01-01 17:30:00,Michael,Bloomberg,M,01/04/1946,Senat,Team Leader,Bill,De Blasio,65000,2020-01-01,9.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8,1,2020-01-02 08:00:00,2020-01-02 17:00:00,Michael,Bloomberg,M,01/04/1946,Senat,Team Leader,Bill,De Blasio,65000,2020-01-02,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
8,1,2020-01-03 09:00:00,2020-01-03 18:00:00,Michael,Bloomberg,M,01/04/1946,Senat,Team Leader,Bill,De Blasio,65000,2020-01-03,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
8,3,2020-01-04 09:00:00,2020-01-04 18:00:00,Michael,Bloomberg,M,01/04/1946,Senat,Team Leader,Bill,De Blasio,65000,2020-01-04,9.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8,1,2020-01-05 08:30:00,2020-01-05 13:00:00,Michael,Bloomberg,M,01/04/1946,Senat,Team Leader,Bill,De Blasio,65000,2020-01-05,4.5,4.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0
9,3,2020-01-05 13:00:00,2020-01-05 17:30:00,Edward,Koch,M,05/04/1943,Senat,Team Leader,Gavin,Newsom,75000,2020-01-05,4.5,0.0,0.0,4.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0
9,2,2020-01-01 10:00:00,2020-01-01 19:00:00,Edward,Koch,M,05/04/1943,Senat,Team Leader,Gavin,Newsom,75000,2020-01-01,9.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9,1,2020-01-02 08:00:00,2020-01-02 17:00:00,Edward,Koch,M,05/04/1943,Senat,Team Leader,Gavin,Newsom,75000,2020-01-02,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
9,1,2020-01-03 08:00:00,2020-01-03 17:00:00,Edward,Koch,M,05/04/1943,Senat,Team Leader,Gavin,Newsom,75000,2020-01-03,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
9,3,2020-01-04 09:00:00,2020-01-04 18:00:00,Edward,Koch,M,05/04/1943,Senat,Team Leader,Gavin,Newsom,75000,2020-01-04,9.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9,1,2020-01-05 09:00:00,2020-01-05 18:00:00,Edward,Koch,M,05/04/1943,Senat,Team Leader,Gavin,Newsom,75000,2020-01-05,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10,1,2020-01-01 08:00:00,2020-01-01 17:00:00,Anthony,Fauci,M,17/07/1940,Health,Project Manager,Steven,Mnuchin,72000,2020-01-01,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
10,1,2020-01-02 08:00:00,2020-01-02 17:00:00,Anthony,Fauci,M,17/07/1940,Health,Project Manager,Steven,Mnuchin,72000,2020-01-02,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
10,1,2020-01-03 08:00:00,2020-01-03 17:00:00,Anthony,Fauci,M,17/07/1940,Health,Project Manager,Steven,Mnuchin,72000,2020-01-03,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
10,2,2020-01-04 09:00:00,2020-01-04 18:00:00,Anthony,Fauci,M,17/07/1940,Health,Project Manager,Steven,Mnuchin,72000,2020-01-04,9.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,2020-01-05 09:00:00,2020-01-05 13:00:00,Anthony,Fauci,M,17/07/1940,Health,Project Manager,Steven,Mnuchin,72000,2020-01-05,4.0,4.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.4444444444444444
10,3,2020-01-05 13:00:00,2020-01-05 18:00:00,Anthony,Fauci,M,17/07/1940,Health,Project Manager,Steven,Mnuchin,72000,2020-01-05,5.0,0.0,0.0,5.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0,0.0,0.0
11,1,2020-01-01 08:30:00,2020-01-01 17:30:00,Deborah,Birx,F,08/11/1939,Health,Team Leader,Anthony,Fauci,60000,2020-01-01,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
11,1,2020-01-02 08:00:00,2020-01-02 17:00:00,Deborah,Birx,F,08/11/1939,Health,Team Leader,Anthony,Fauci,60000,2020-01-02,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
11,1,2020-01-03 08:00:00,2020-01-03 17:00:00,Deborah,Birx,F,08/11/1939,Health,Team Leader,Anthony,Fauci,60000,2020-01-03,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
11,1,2020-01-04 09:00:00,2020-01-04 18:00:00,Deborah,Birx,F,08/11/1939,Health,Team Leader,Anthony,Fauci,60000,2020-01-04,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
11,1,2020-01-05 09:00:00,2020-01-05 18:00:00,Deborah,Birx,F,08/11/1939,Health,Team Leader,Anthony,Fauci,60000,2020-01-05,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
11,1,2020-01-01 10:00:00,2020-01-01 19:00:00,Deborah,Birx,F,08/11/1939,Health,Team Leader,Anthony,Fauci,60000,2020-01-01,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
12,1,2020-01-02 08:00:00,2020-01-02 17:00:00,Gloria,Gaynor,F,06/01/1949,Health,Junior,Deborah,Birx,35000,2020-01-02,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
12,1,2020-01-03 08:00:00,2020-01-03 17:00:00,Gloria,Gaynor,F,06/01/1949,Health,Junior,Deborah,Birx,35000,2020-01-03,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
12,1,2020-01-04 09:00:00,2020-01-04 18:00:00,Gloria,Gaynor,F,06/01/1949,Health,Junior,Deborah,Birx,35000,2020-01-04,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
12,2,2020-01-05 09:00:00,2020-01-05 13:00:00,Gloria,Gaynor,F,06/01/1949,Health,Junior,Deborah,Birx,35000,2020-01-05,4.0,0.0,4.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,0.0,0.0,0.0
12,3,2020-01-05 13:00:00,2020-01-05 18:00:00,Gloria,Gaynor,F,06/01/1949,Health,Junior,Deborah,Birx,35000,2020-01-05,5.0,0.0,0.0,5.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0,0.0,0.0
13,1,2020-01-01 08:00:00,2020-01-01 17:00:00,Barbara,Streisand,F,01/10/1952,Health,Junior,Deborah,Birx,32000,2020-01-01,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
13,3,2020-01-02 09:00:00,2020-01-02 18:00:00,Barbara,Streisand,F,01/10/1952,Health,Junior,Deborah,Birx,32000,2020-01-02,9.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
13,2,2020-01-03 08:30:00,2020-01-03 17:30:00,Barbara,Streisand,F,01/10/1952,Health,Junior,Deborah,Birx,32000,2020-01-03,9.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
13,1,2020-01-04 08:30:00,2020-01-04 17:30:00,Barbara,Streisand,F,01/10/1952,Health,Junior,Deborah,Birx,32000,2020-01-04,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
13,1,2020-01-05 08:30:00,2020-01-05 13:00:00,Barbara,Streisand,F,01/10/1952,Health,Junior,Deborah,Birx,32000,2020-01-05,4.5,4.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
13,1,2020-01-05 13:00:00,2020-01-01 17:30:00,Barbara,Streisand,F,01/10/1952,Health,Junior,Deborah,Birx,32000,2020-01-05,4.5,4.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
14,1,2020-01-01 08:30:00,2020-01-01 17:30:00,John,Travolta,M,06/04/1951,Senat,Junior,Arnold,Schwarzenegger,45000,2020-01-01,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
14,1,2020-01-02 08:00:00,2020-01-02 17:00:00,John,Travolta,M,06/04/1951,Senat,Junior,Arnold,Schwarzenegger,45000,2020-01-02,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
14,1,2020-01-03 09:00:00,2020-01-03 18:00:00,John,Travolta,M,06/04/1951,Senat,Junior,Arnold,Schwarzenegger,45000,2020-01-03,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
14,3,2020-01-04 09:00:00,2020-01-04 18:00:00,John,Travolta,M,06/04/1951,Senat,Junior,Arnold,Schwarzenegger,45000,2020-01-04,9.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
14,1,2020-01-05 08:30:00,2020-01-05 13:00:00,John,Travolta,M,06/04/1951,Senat,Junior,Arnold,Schwarzenegger,45000,2020-01-05,4.5,4.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0
14,3,2020-01-05 13:00:00,2020-01-05 17:30:00,John,Travolta,M,06/04/1951,Senat,Junior,Arnold,Schwarzenegger,45000,2020-01-05,4.5,0.0,0.0,4.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0
15,2,2020-01-01 10:00:00,2020-01-01 19:00:00,Quentin,Tarantino,M,11/11/1936,Senat,Junior,Arnold,Schwarzenegger,43000,2020-01-01,9.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15,1,2020-01-02 08:00:00,2020-01-02 17:00:00,Quentin,Tarantino,M,11/11/1936,Senat,Junior,Arnold,Schwarzenegger,43000,2020-01-02,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
15,1,2020-01-03 08:00:00,2020-01-03 17:00:00,Quentin,Tarantino,M,11/11/1936,Senat,Junior,Arnold,Schwarzenegger,43000,2020-01-03,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
15,3,2020-01-04 09:00:00,2020-01-04 18:00:00,Quentin,Tarantino,M,11/11/1936,Senat,Junior,Arnold,Schwarzenegger,43000,2020-01-04,9.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15,1,2020-01-05 09:00:00,2020-01-05 18:00:00,Quentin,Tarantino,M,11/11/1936,Senat,Junior,Arnold,Schwarzenegger,43000,2020-01-05,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
16,1,2020-01-01 08:00:00,2020-01-01 17:00:00,Alfredo,Pacino,M,08/10/1949,Senat,Junior,Arnold,Schwarzenegger,25000,2020-01-01,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
16,1,2020-01-02 08:00:00,2020-01-02 17:00:00,Alfredo,Pacino,M,08/10/1949,Senat,Junior,Arnold,Schwarzenegger,25000,2020-01-02,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
16,1,2020-01-03 08:00:00,2020-01-03 17:00:00,Alfredo,Pacino,M,08/10/1949,Senat,Junior,Arnold,Schwarzenegger,25000,2020-01-03,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
16,2,2020-01-04 09:00:00,2020-01-04 18:00:00,Alfredo,Pacino,M,08/10/1949,Senat,Junior,Arnold,Schwarzenegger,25000,2020-01-04,9.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
16,1,2020-01-05 09:00:00,2020-01-05 13:00:00,Alfredo,Pacino,M,08/10/1949,Senat,Junior,Arnold,Schwarzenegger,25000,2020-01-05,4.0,4.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.4444444444444444,0.0
16,3,2020-01-05 13:00:00,2020-01-05 18:00:00,Alfredo,Pacino,M,08/10/1949,Senat,Junior,Arnold,Schwarzenegger,25000,2020-01-05,5.0,0.0,0.0,5.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0,0.0,0.0
